EmploymentID,EmployeeID,Office,Start_Date,Termination_Date,Office_Type,Currency,Salary,Active Status,Job_Profile
1288,101289,NYC,5/5/2014,12/12/2999,Corporate,USD,52000,1,JP_1016
1289,101290,Boulder,5/12/2014,12/12/2999,Technology,USD,98000,1,JP_1040
1290,101291,Boulder,5/12/2014,11/20/2019,Technology,USD,94000,0,JP_1038
1291,101292,Boulder,5/12/2014,12/12/2999,Technology,USD,95000,1,JP_1040
1292,101293,NYC,5/12/2014,12/12/2999,Corporate,USD,50000,1,JP_1037
1293,101294,NYC,5/12/2014,12/12/2999,Corporate,USD,60000,1,JP_1016
1294,101295,NYC,5/12/2014,12/12/2999,Corporate,USD,74000,1,JP_1034
1295,101296,NYC,5/12/2014,12/12/2999,Corporate,USD,70000,1,JP_1032
1296,101297,Boulder,5/19/2014,7/2/2019,Technology,USD,99000,0,JP_1038
1297,101298,NYC,5/19/2014,12/7/2018,Corporate,USD,74000,0,JP_1031
1298,101299,NYC,5/19/2014,12/11/2015,Corporate,USD,64000,0,JP_1006
1299,101300,Boulder,5/19/2014,12/12/2999,Technology,USD,96000,1,JP_1038
1300,101301,Boulder,5/19/2014,1/29/2018,Technology,USD,98000,0,JP_1038
1301,101302,Boulder,5/19/2014,9/14/2022,Technology,USD,91000,1,JP_1039
1302,101303,Boulder,5/19/2014,4/25/2021,Technology,USD,91000,0,JP_1040
1303,101304,Boulder,5/19/2014,12/29/2016,Technology,USD,91000,0,JP_1039
1304,101305,Boulder,5/19/2014,8/29/2022,Technology,USD,93000,1,JP_1039
1305,101306,Boulder,5/19/2014,12/12/2999,Technology,USD,91000,1,JP_1038
1306,101307,Boulder,5/19/2014,12/1/2014,Technology,USD,97000,0,JP_1039
1307,101308,London,5/19/2014,3/18/2022,Corporate,GBP,37000,1,JP_1023
1308,101309,SanJose,5/19/2014,12/12/2999,Corporate,USD,52000,1,JP_1037
1309,101310,SanJose,5/19/2014,2/1/2019,Corporate,USD,72000,0,JP_1030
1310,101311,SanJose,5/19/2014,5/21/2021,Corporate,USD,78000,0,JP_1035
1311,101312,SanJose,5/19/2014,12/12/2999,Corporate,USD,55000,1,JP_1021
1312,101313,SanJose,5/19/2014,5/21/2018,Corporate,USD,59000,0,JP_1016
1313,101314,Boulder,5/26/2014,12/12/2999,Technology,USD,93000,1,JP_1040
1314,101315,NYC,5/26/2014,5/22/2021,Corporate,USD,76000,0,JP_1029
1315,101316,NYC,5/26/2014,10/6/2020,Corporate,USD,72000,0,JP_1030
1316,101317,NYC,5/26/2014,12/12/2999,Corporate,USD,76000,1,JP_1022
1317,101318,NYC,5/26/2014,3/7/2020,Corporate,USD,79000,0,JP_1029
1318,101319,NYC,5/26/2014,12/12/2999,Corporate,USD,53000,1,JP_1018
1319,101320,NYC,5/26/2014,11/1/2018,Corporate,USD,57000,0,JP_1018
1320,101321,NYC,5/26/2014,12/12/2999,Corporate,USD,68000,1,JP_1006
1321,101322,NYC,6/2/2014,12/12/2999,Corporate,USD,59000,1,JP_1021
1322,101323,NYC,6/2/2014,12/12/2999,Corporate,USD,59000,1,JP_1016
1323,101324,NYC,6/2/2014,12/12/2999,Corporate,USD,70000,1,JP_1035
1324,101325,NYC,6/2/2014,12/12/2999,Corporate,USD,54000,1,JP_1018
1325,101326,NYC,6/2/2014,6/6/2022,Corporate,USD,57000,1,JP_1021
1326,101327,NYC,6/2/2014,5/13/2023,Corporate,USD,55000,1,JP_1016
1327,101328,NYC,6/2/2014,11/13/2015,Corporate,USD,73000,0,JP_1035
1328,101329,Boulder,6/9/2014,12/12/2999,Technology,USD,91000,1,JP_1038
1329,101330,Boulder,6/9/2014,9/25/2020,Technology,USD,96000,0,JP_1038
1330,101331,NYC,6/9/2014,12/10/2022,Corporate,USD,57000,1,JP_1018
1331,101332,NYC,6/9/2014,12/12/2999,Corporate,USD,58000,1,JP_1015
1332,101333,NYC,6/9/2014,12/12/2999,Corporate,USD,77000,1,JP_1029
1333,101334,Boulder,6/9/2014,3/25/2021,Technology,USD,91000,0,JP_1038
1334,101335,Boulder,6/16/2014,12/12/2999,Technology,USD,96000,1,JP_1041
1335,101336,NYC,6/16/2014,4/17/2015,Corporate,USD,56000,0,JP_1016
1336,101337,NYC,6/16/2014,12/12/2999,Corporate,USD,64000,1,JP_1001
1337,101338,Boulder,6/16/2014,2/23/2021,Technology,USD,91000,0,JP_1039
1338,101339,Boulder,6/16/2014,12/12/2999,Technology,USD,92000,1,JP_1039
1339,101340,NYC,6/23/2014,8/17/2018,Corporate,USD,58000,0,JP_1018
1340,101341,NYC,6/23/2014,1/20/2021,Corporate,USD,64000,0,JP_1010
1341,101342,NYC,6/23/2014,12/12/2999,Corporate,USD,55000,1,JP_1016
1342,101343,Boulder,6/23/2014,8/19/2021,Technology,USD,92000,1,JP_1040
1343,101344,Boulder,6/23/2014,9/6/2021,Technology,USD,80000,1,JP_1027
1344,101345,Boulder,6/23/2014,3/24/2023,Technology,USD,98000,1,JP_1038
1345,101346,NYC,6/30/2014,10/25/2016,Corporate,USD,56000,0,JP_1020
1346,101347,NYC,6/30/2014,12/12/2999,Corporate,USD,78000,1,JP_1031
1347,101348,NYC,7/7/2014,12/12/2999,Corporate,USD,59000,1,JP_1016
1348,101349,NYC,7/14/2014,11/17/2022,Corporate,USD,51000,1,JP_1016
1349,101350,NYC,7/14/2014,12/12/2999,Corporate,USD,52000,1,JP_1037
1350,101351,NYC,7/14/2014,12/12/2999,Corporate,USD,65000,1,JP_1008
1351,101352,NYC,7/14/2014,11/21/2020,Corporate,USD,51000,0,JP_1020
1352,101353,NYC,7/14/2014,9/15/2023,Corporate,USD,48000,1,JP_1037
1353,101354,Boulder,7/14/2014,12/12/2999,Technology,USD,92000,1,JP_1038
1354,101355,Boulder,7/14/2014,12/12/2999,Technology,USD,90000,1,JP_1038
1355,101356,Boulder,7/14/2014,1/30/2022,Technology,USD,96000,1,JP_1041
1356,101357,NYC,7/21/2014,7/8/2021,Corporate,USD,59000,1,JP_1015
1357,101358,NYC,7/21/2014,12/12/2999,Corporate,USD,56000,1,JP_1016
1358,101359,NYC,7/21/2014,12/12/2999,Corporate,USD,54000,1,JP_1016
1359,101360,NYC,7/21/2014,6/25/2023,Corporate,USD,52000,1,JP_1015
1360,101361,Boulder,7/21/2014,1/29/2015,Technology,USD,100000,0,JP_1038
1361,101362,SanJose,7/21/2014,12/12/2999,Corporate,USD,52000,1,JP_1015
1362,101363,SanJose,7/21/2014,11/24/2018,Corporate,USD,50000,0,JP_1015
1363,101364,SanJose,7/21/2014,6/5/2015,Corporate,USD,55000,0,JP_1015
1364,101365,SanJose,7/21/2014,12/12/2999,Corporate,USD,56000,1,JP_1015
1365,101366,NYC,7/28/2014,12/12/2999,Corporate,USD,75000,1,JP_1034
1366,101367,NYC,8/4/2014,12/12/2999,Corporate,USD,83000,1,JP_1025
1367,101368,NYC,8/4/2014,12/12/2999,Corporate,USD,52000,1,JP_1016
1368,101369,NYC,8/11/2014,12/12/2999,Corporate,USD,56000,1,JP_1018
1369,101370,NYC,8/11/2014,7/27/2015,Corporate,USD,54000,0,JP_1016
1370,101371,NYC,8/11/2014,10/28/2016,Corporate,USD,63000,0,JP_1013
1371,101372,NYC,8/18/2014,12/12/2999,Corporate,USD,73000,1,JP_1029
1372,101373,NYC,8/18/2014,12/12/2999,Corporate,USD,75000,1,JP_1029
1373,101374,NYC,8/18/2014,12/12/2999,Corporate,USD,55000,1,JP_1016
1374,101375,NYC,8/18/2014,4/23/2021,Corporate,USD,80000,0,JP_1032
1375,101376,NYC,8/18/2014,1/22/2019,Corporate,USD,64000,0,JP_1007
1376,101377,NYC,8/25/2014,12/12/2999,Corporate,USD,70000,1,JP_1029
1377,101378,NYC,8/25/2014,12/12/2999,Corporate,USD,51000,1,JP_1018
1378,101379,NYC,8/25/2014,8/9/2016,Corporate,USD,53000,0,JP_1016
1379,101380,NYC,8/25/2014,10/1/2015,Corporate,USD,73000,0,JP_1029
1380,101381,NYC,8/25/2014,2/20/2015,Corporate,USD,77000,0,JP_1030
1381,101382,NYC,8/25/2014,12/12/2999,Corporate,USD,67000,1,JP_1009
1382,101383,NYC,8/25/2014,6/13/2016,Corporate,USD,52000,0,JP_1016
1383,101384,Boulder,8/25/2014,2/10/2018,Technology,USD,100000,0,JP_1038
1384,101385,Boulder,8/25/2014,12/12/2999,Technology,USD,93000,1,JP_1039
1385,101386,Boulder,8/25/2014,12/12/2999,Technology,USD,95000,1,JP_1038
1386,101387,Boulder,8/25/2014,12/12/2999,Technology,USD,95000,1,JP_1038
1387,101388,Boulder,8/25/2014,12/24/2017,Technology,USD,93000,0,JP_1039
1388,101389,NYC,9/1/2014,12/12/2999,Corporate,USD,58000,1,JP_1015
1389,101390,NYC,9/1/2014,12/12/2999,Corporate,USD,80000,1,JP_1029
1390,101391,NYC,9/1/2014,11/20/2018,Corporate,USD,76000,0,JP_1035
1391,101392,Boulder,9/8/2014,12/12/2999,Technology,USD,91000,1,JP_1038
1392,101393,Boulder,9/8/2014,12/12/2999,Technology,USD,98000,1,JP_1038
1393,101394,NYC,9/8/2014,12/12/2999,Corporate,USD,54000,1,JP_1016
1394,101395,NYC,9/8/2014,9/7/2015,Corporate,USD,80000,0,JP_1029
1395,101396,NYC,9/8/2014,2/13/2023,Corporate,USD,74000,1,JP_1029
1396,101397,Boulder,9/8/2014,9/25/2021,Technology,USD,92000,1,JP_1040
1397,101398,Boulder,9/8/2014,12/12/2999,Technology,USD,98000,1,JP_1038
1398,101399,Boulder,9/8/2014,12/12/2999,Technology,USD,95000,1,JP_1038
1399,101400,Boulder,9/15/2014,11/24/2021,Technology,USD,92000,1,JP_1039
1400,101401,NYC,9/15/2014,12/12/2999,Corporate,USD,53000,1,JP_1016
1401,101402,NYC,9/15/2014,12/12/2999,Corporate,USD,85000,1,JP_1027
1402,101403,NYC,9/15/2014,6/13/2022,Corporate,USD,60000,1,JP_1005
1403,101404,NYC,9/15/2014,12/12/2999,Corporate,USD,71000,1,JP_1031
1404,101405,NYC,9/15/2014,11/23/2017,Corporate,USD,48000,0,JP_1037
1405,101406,NYC,9/15/2014,10/30/2018,Corporate,USD,53000,0,JP_1015
1406,101407,Boulder,9/15/2014,12/12/2999,Technology,USD,95000,1,JP_1039
1407,101408,Boulder,9/15/2014,12/12/2999,Technology,USD,96000,1,JP_1038
1408,101409,Boulder,9/15/2014,6/12/2019,Technology,USD,97000,0,JP_1041
1409,101410,SanJose,9/15/2014,12/12/2999,Corporate,USD,74000,1,JP_1029
1410,101411,NYC,9/20/2014,7/18/2017,Corporate,USD,62000,0,JP_1005
1411,101412,Boulder,9/22/2014,12/12/2999,Technology,USD,97000,1,JP_1039
1412,101413,NYC,9/22/2014,12/12/2999,Corporate,USD,58000,1,JP_1016
1413,101414,NYC,9/22/2014,12/12/2999,Corporate,USD,76000,1,JP_1025
1414,101415,NYC,9/22/2014,7/14/2015,Corporate,USD,77000,0,JP_1025
1415,101416,Boulder,9/22/2014,12/12/2999,Technology,USD,95000,1,JP_1040
1416,101417,Boulder,9/22/2014,10/22/2015,Technology,USD,97000,0,JP_1039
1417,101418,Boulder,9/22/2014,12/17/2018,Technology,USD,93000,0,JP_1038
1418,101419,Boulder,9/22/2014,8/5/2022,Technology,USD,93000,1,JP_1038
1419,101420,Boulder,9/22/2014,12/12/2999,Technology,USD,97000,1,JP_1038
1420,101421,Boulder,9/22/2014,12/12/2999,Technology,USD,94000,1,JP_1038
1421,101422,London,9/22/2014,12/30/2015,Corporate,GBP,38000,0,JP_1016
1422,101423,London,9/22/2014,7/30/2019,Corporate,GBP,28000,0,JP_1029
1423,101424,SanJose,9/22/2014,8/26/2015,Corporate,USD,62000,0,JP_1008
1424,101425,SanJose,9/22/2014,12/12/2999,Corporate,USD,60000,1,JP_1016
1425,101426,SanJose,9/22/2014,12/12/2999,Corporate,USD,80000,1,JP_1022
1426,101427,SanJose,9/22/2014,11/23/2023,Corporate,USD,65000,1,JP_1001
1427,101428,NYC,9/27/2014,7/20/2017,Corporate,USD,51000,0,JP_1015
1428,101429,NYC,9/29/2014,12/12/2999,Corporate,USD,68000,1,JP_1001
1429,101430,NYC,9/29/2014,6/19/2017,Corporate,USD,78000,0,JP_1029
1430,101431,NYC,9/29/2014,3/23/2021,Corporate,USD,77000,0,JP_1030
1431,101432,NYC,9/29/2014,8/19/2022,Corporate,USD,78000,1,JP_1029
1432,101433,NYC,9/29/2014,12/12/2999,Corporate,USD,51000,1,JP_1015
1433,101434,NYC,9/29/2014,8/1/2018,Corporate,USD,72000,0,JP_1032
1434,101435,Boulder,9/29/2014,9/3/2019,Technology,USD,97000,0,JP_1039
1435,101436,Boulder,9/29/2014,7/11/2017,Technology,USD,98000,0,JP_1038
1436,101437,Boulder,9/29/2014,12/12/2999,Technology,USD,98000,1,JP_1038
1437,101438,NYC,10/4/2014,8/24/2022,Corporate,USD,78000,1,JP_1029
1438,101439,NYC,10/4/2014,7/1/2017,Corporate,USD,55000,0,JP_1016
1439,101440,Boulder,10/6/2014,12/12/2999,Technology,USD,93000,1,JP_1038
1440,101441,Boulder,10/6/2014,6/1/2021,Technology,USD,68000,0,JP_1001
1441,101442,NYC,10/6/2014,6/24/2019,Corporate,USD,51000,0,JP_1016
1442,101443,NYC,10/6/2014,12/12/2999,Corporate,USD,72000,1,JP_1032
1443,101444,NYC,10/11/2014,12/12/2999,Corporate,USD,76000,1,JP_1032
1444,101445,Boulder,10/13/2014,12/12/2999,Technology,USD,94000,1,JP_1038
1445,101446,NYC,10/13/2014,11/13/2021,Corporate,USD,52000,1,JP_1018
1446,101447,Boulder,10/13/2014,12/12/2999,Technology,USD,90000,1,JP_1040
1447,101448,Boulder,10/13/2014,7/29/2023,Technology,USD,93000,1,JP_1038
1448,101449,Boulder,10/20/2014,11/1/2018,Technology,USD,94000,0,JP_1038
1449,101450,NYC,10/20/2014,3/24/2019,Corporate,USD,63000,0,JP_1008
1450,101451,NYC,10/20/2014,1/22/2016,Corporate,USD,54000,0,JP_1019
1451,101452,NYC,10/20/2014,2/8/2020,Corporate,USD,60000,0,JP_1015
1452,101453,NYC,10/20/2014,12/12/2999,Corporate,USD,53000,1,JP_1037
1453,101454,NYC,10/20/2014,12/12/2999,Corporate,USD,58000,1,JP_1016
1454,101455,Boulder,10/20/2014,12/12/2999,Technology,USD,98000,1,JP_1040
1455,101456,NYC,10/27/2014,6/7/2022,Corporate,USD,80000,1,JP_1027
1456,101457,NYC,10/27/2014,12/12/2999,Corporate,USD,73000,1,JP_1032
1457,101458,NYC,10/27/2014,10/14/2015,Corporate,USD,75000,0,JP_1027
1458,101459,NYC,10/27/2014,12/12/2999,Corporate,USD,72000,1,JP_1030
1459,101460,Boulder,10/27/2014,12/12/2999,Technology,USD,98000,1,JP_1038
1460,101461,Boulder,10/27/2014,12/12/2999,Technology,USD,95000,1,JP_1039
1461,101462,NYC,11/3/2014,3/31/2022,Corporate,USD,60000,1,JP_1019
1462,101463,NYC,11/3/2014,1/5/2016,Corporate,USD,55000,0,JP_1016
1463,101464,NYC,11/3/2014,12/12/2999,Corporate,USD,56000,1,JP_1016
1464,101465,Boulder,11/3/2014,9/2/2020,Technology,USD,94000,0,JP_1038
1465,101466,Boulder,11/3/2014,12/12/2999,Technology,USD,94000,1,JP_1038
1466,101467,Boulder,11/3/2014,4/17/2020,Technology,USD,96000,0,JP_1038
1467,101468,NYC,11/10/2014,12/12/2999,Corporate,USD,58000,1,JP_1015
1468,101469,NYC,11/10/2014,11/24/2015,Corporate,USD,79000,0,JP_1023
1469,101470,NYC,11/10/2014,12/12/2999,Corporate,USD,75000,1,JP_1031
1470,101471,NYC,11/10/2014,10/16/2018,Corporate,USD,73000,0,JP_1029
1471,101472,Boulder,11/10/2014,4/9/2020,Technology,USD,91000,0,JP_1040
1472,101473,Boulder,11/10/2014,12/12/2999,Technology,USD,96000,1,JP_1039
1473,101474,NYC,11/17/2014,10/8/2018,Corporate,USD,83000,0,JP_1023
1474,101475,NYC,11/17/2014,12/12/2999,Corporate,USD,51000,1,JP_1018
1475,101476,NYC,11/17/2014,12/21/2023,Corporate,USD,63000,1,JP_1001
1476,101477,NYC,11/17/2014,12/12/2999,Corporate,USD,70000,1,JP_1035
1477,101478,Boulder,11/17/2014,12/12/2999,Technology,USD,77000,1,JP_1023
1478,101479,Boulder,11/17/2014,12/12/2999,Technology,USD,98000,1,JP_1039
1479,101480,Boulder,11/17/2014,12/12/2999,Technology,USD,95000,1,JP_1039
1480,101481,Boulder,11/17/2014,4/22/2022,Technology,USD,92000,1,JP_1038
1481,101482,NYC,11/24/2014,12/12/2999,Corporate,USD,74000,1,JP_1035
1482,101483,NYC,11/24/2014,12/12/2999,Corporate,USD,62000,1,JP_1008
1483,101484,Boulder,11/24/2014,11/10/2021,Technology,USD,91000,1,JP_1040
1484,101485,Boulder,11/24/2014,12/12/2999,Technology,USD,97000,1,JP_1039
1485,101486,Boulder,11/24/2014,12/12/2999,Technology,USD,94000,1,JP_1040
1486,101487,Boulder,11/24/2014,12/12/2999,Technology,USD,81000,1,JP_1024
1487,101488,Boulder,11/24/2014,5/16/2020,Technology,USD,100000,0,JP_1040
1488,101489,Boulder,11/24/2014,2/13/2019,Technology,USD,91000,0,JP_1039
1489,101490,Boulder,11/24/2014,12/12/2999,Technology,USD,96000,1,JP_1040
1490,101491,NYC,12/1/2014,10/1/2021,Corporate,USD,75000,1,JP_1034
1491,101492,NYC,12/1/2014,6/18/2018,Corporate,USD,82000,0,JP_1028
1492,101493,NYC,12/1/2014,7/9/2015,Corporate,USD,52000,0,JP_1016
1493,101494,NYC,12/8/2014,12/12/2999,Corporate,USD,60000,1,JP_1015
1494,101495,NYC,12/8/2014,12/12/2999,Corporate,USD,52000,1,JP_1016
1495,101496,NYC,12/8/2014,3/24/2018,Corporate,USD,61000,0,JP_1006
1496,101497,NYC,12/8/2014,12/12/2999,Corporate,USD,58000,1,JP_1019
1497,101498,NYC,12/8/2014,9/29/2021,Corporate,USD,57000,1,JP_1018
1498,101499,NYC,12/8/2014,12/12/2999,Corporate,USD,52000,1,JP_1016
1499,101500,NYC,12/8/2014,7/28/2016,Corporate,USD,77000,0,JP_1029
1500,101501,NYC,12/8/2014,9/21/2018,Corporate,USD,79000,0,JP_1031
1501,101502,NYC,12/8/2014,5/27/2015,Corporate,USD,54000,0,JP_1015
1502,101503,NYC,12/8/2014,6/19/2021,Corporate,USD,75000,0,JP_1029
1503,101504,NYC,12/15/2014,12/12/2999,Corporate,USD,75000,1,JP_1023
1504,101505,NYC,12/15/2014,9/28/2023,Corporate,USD,53000,1,JP_1037
1505,101506,NYC,12/15/2014,3/27/2021,Corporate,USD,67000,0,JP_1008
1506,101507,NYC,12/15/2014,9/21/2018,Corporate,USD,53000,0,JP_1016
1507,101508,SanJose,12/15/2014,12/12/2999,Corporate,USD,80000,1,JP_1023
1508,101509,SanJose,12/15/2014,10/31/2018,Corporate,USD,75000,0,JP_1034
1509,101510,SanJose,12/15/2014,12/12/2999,Corporate,USD,59000,1,JP_1016
1510,101511,SanJose,12/15/2014,7/15/2019,Corporate,USD,70000,0,JP_1005
1511,101512,SanJose,12/15/2014,12/12/2999,Corporate,USD,78000,1,JP_1023
1512,101513,SanJose,12/15/2014,12/12/2999,Corporate,USD,74000,1,JP_1030
1513,101514,SanJose,12/15/2014,5/27/2022,Corporate,USD,72000,1,JP_1029
1514,101515,SanJose,12/15/2014,3/1/2018,Corporate,USD,79000,0,JP_1035
1515,101516,SanJose,12/15/2014,3/25/2021,Corporate,USD,57000,0,JP_1016
1516,101517,SanJose,12/15/2014,12/12/2999,Corporate,USD,57000,1,JP_1016
1517,101518,SanJose,12/15/2014,12/12/2999,Corporate,USD,67000,1,JP_1001
1518,101519,NYC,12/27/2014,4/26/2021,Corporate,USD,54000,0,JP_1015
1519,101520,NYC,12/27/2014,8/29/2017,Corporate,USD,50000,0,JP_1019
1520,101521,NYC,12/27/2014,1/16/2023,Corporate,USD,67000,1,JP_1008
1521,101522,NYC,12/29/2014,12/12/2999,Corporate,USD,55000,1,JP_1016
1522,101523,NYC,12/29/2014,12/12/2999,Corporate,USD,62000,1,JP_1004
1523,101524,NYC,12/29/2014,12/12/2999,Corporate,USD,68000,1,JP_1005
1524,101525,NYC,12/29/2014,12/12/2999,Corporate,USD,51000,1,JP_1018
1525,101526,SanJose,12/29/2014,12/12/2999,Corporate,USD,63000,1,JP_1008
1526,101527,SanJose,12/29/2014,10/10/2017,Corporate,USD,59000,0,JP_1015
1527,101528,SanJose,12/29/2014,12/12/2999,Corporate,USD,60000,1,JP_1015
1528,101529,SanJose,12/29/2014,9/9/2018,Corporate,USD,84000,0,JP_1027
1529,101530,SanJose,12/29/2014,12/12/2999,Corporate,USD,69000,1,JP_1008
1530,101531,SanJose,12/29/2014,12/12/2999,Corporate,USD,55000,1,JP_1016
1531,101532,SanJose,12/29/2014,10/1/2019,Corporate,USD,51000,0,JP_1016
1532,101533,SanJose,12/29/2014,12/12/2999,Corporate,USD,78000,1,JP_1029
1533,101534,SanJose,12/29/2014,8/30/2018,Corporate,USD,58000,0,JP_1018
1534,101535,SanJose,12/29/2014,9/29/2017,Corporate,USD,74000,0,JP_1029
1535,101536,SanJose,12/29/2014,12/12/2999,Corporate,USD,79000,1,JP_1029
1536,101537,SanJose,12/29/2014,9/27/2018,Corporate,USD,51000,0,JP_1018
1537,101538,SanJose,12/29/2014,12/12/2999,Corporate,USD,77000,1,JP_1029
1538,101539,SanJose,12/29/2014,1/8/2018,Corporate,USD,74000,0,JP_1029
1539,101540,SanJose,12/29/2014,12/12/2999,Corporate,USD,58000,1,JP_1019
1540,101541,NYC,1/5/2015,12/12/2999,Corporate,USD,59000,1,JP_1019
1541,101542,NYC,1/5/2015,12/12/2999,Corporate,USD,50000,1,JP_1019
1542,101543,NYC,1/5/2015,12/12/2999,Corporate,USD,55000,1,JP_1018
1543,101544,NYC,1/5/2015,5/28/2018,Corporate,USD,55000,0,JP_1016
1544,101545,Boulder,1/5/2015,12/30/2022,Technology,USD,99000,1,JP_1039
1545,101546,Boulder,1/5/2015,4/6/2018,Technology,USD,90000,0,JP_1038
1546,101547,Boulder,1/5/2015,11/1/2021,Technology,USD,94000,1,JP_1040
1547,101548,Boulder,1/5/2015,3/22/2021,Technology,USD,98000,0,JP_1039
1548,101549,Boulder,1/5/2015,12/12/2999,Technology,USD,98000,1,JP_1038
1549,101550,SanJose,1/5/2015,12/12/2999,Corporate,USD,59000,1,JP_1016
1550,101551,SanJose,1/5/2015,12/12/2999,Corporate,USD,78000,1,JP_1029
1551,101552,SanJose,1/5/2015,4/12/2023,Corporate,USD,80000,1,JP_1025
1552,101553,SanJose,1/5/2015,12/12/2999,Corporate,USD,69000,1,JP_1006
1553,101554,SanJose,1/5/2015,9/30/2016,Corporate,USD,52000,0,JP_1016
1554,101555,SanJose,1/5/2015,5/27/2015,Corporate,USD,46000,0,JP_1037
1555,101556,SanJose,1/5/2015,12/12/2999,Corporate,USD,51000,1,JP_1019
1556,101557,SanJose,1/5/2015,11/28/2016,Corporate,USD,52000,0,JP_1016
1557,101558,SanJose,1/5/2015,8/18/2017,Corporate,USD,56000,0,JP_1016
1558,101559,SanJose,1/5/2015,12/12/2999,Corporate,USD,72000,1,JP_1032
1559,101560,SanJose,1/5/2015,12/12/2999,Corporate,USD,66000,1,JP_1001
1560,101561,SanJose,1/5/2015,12/12/2999,Corporate,USD,51000,1,JP_1016
1561,101562,SanJose,1/5/2015,12/12/2999,Corporate,USD,77000,1,JP_1029
1562,101563,SanJose,1/5/2015,12/12/2999,Corporate,USD,49000,1,JP_1037
1563,101564,SanJose,1/5/2015,12/12/2999,Corporate,USD,59000,1,JP_1016
1564,101565,SanJose,1/5/2015,5/31/2021,Corporate,USD,63000,0,JP_1013
1565,101566,NYC,1/12/2015,12/12/2999,Corporate,USD,79000,1,JP_1031
1566,101567,NYC,1/12/2015,11/2/2018,Corporate,USD,74000,0,JP_1029
1567,101568,NYC,1/12/2015,11/1/2018,Corporate,USD,55000,0,JP_1021
1568,101569,NYC,1/12/2015,12/5/2019,Corporate,USD,76000,0,JP_1027
1569,101570,NYC,1/12/2015,9/20/2020,Corporate,USD,62000,0,JP_1005
1570,101571,Boulder,1/12/2015,4/5/2019,Technology,USD,97000,0,JP_1038
1571,101572,Boulder,1/12/2015,12/12/2999,Technology,USD,98000,1,JP_1038
1572,101573,Boulder,1/12/2015,7/17/2019,Technology,USD,91000,0,JP_1038
1573,101574,Boulder,1/12/2015,12/12/2999,Technology,USD,90000,1,JP_1040
1574,101575,Boulder,1/12/2015,12/12/2999,Technology,USD,99000,1,JP_1038
1575,101576,Boulder,1/12/2015,3/27/2023,Technology,USD,92000,1,JP_1038
1576,101577,London,1/12/2015,5/22/2021,Corporate,GBP,27000,0,JP_1032
1577,101578,London,1/12/2015,9/19/2021,Corporate,GBP,29000,1,JP_1031
1578,101579,London,1/12/2015,12/12/2999,Corporate,GBP,16000,1,JP_1037
1579,101580,London,1/12/2015,6/26/2019,Corporate,GBP,33000,0,JP_1016
1580,101581,SanJose,1/12/2015,8/2/2016,Corporate,USD,53000,0,JP_1016
1581,101582,SanJose,1/12/2015,3/5/2021,Corporate,USD,69000,0,JP_1006
1582,101583,SanJose,1/12/2015,9/13/2019,Corporate,USD,57000,0,JP_1016
1583,101584,SanJose,1/12/2015,7/31/2018,Corporate,USD,59000,0,JP_1016
1584,101585,SanJose,1/12/2015,5/1/2019,Corporate,USD,53000,0,JP_1016
1585,101586,SanJose,1/12/2015,9/29/2018,Corporate,USD,68000,0,JP_1008
1586,101587,SanJose,1/12/2015,3/27/2020,Corporate,USD,52000,0,JP_1016
1587,101588,SanJose,1/12/2015,5/6/2015,Corporate,USD,56000,0,JP_1019
1588,101589,SanJose,1/12/2015,12/12/2999,Corporate,USD,54000,1,JP_1018
1589,101590,SanJose,1/12/2015,8/30/2023,Corporate,USD,72000,1,JP_1029
1590,101591,SanJose,1/12/2015,12/12/2999,Corporate,USD,78000,1,JP_1031
1591,101592,SanJose,1/12/2015,5/30/2017,Corporate,USD,75000,0,JP_1032
1592,101593,SanJose,1/12/2015,12/12/2999,Corporate,USD,59000,1,JP_1016
1593,101594,SanJose,1/12/2015,12/12/2999,Corporate,USD,59000,1,JP_1020
1594,101595,SanJose,1/12/2015,7/20/2016,Corporate,USD,61000,0,JP_1011
1595,101596,SanJose,1/12/2015,8/24/2015,Corporate,USD,77000,0,JP_1029
1596,101597,SanJose,1/12/2015,10/4/2018,Corporate,USD,73000,0,JP_1029
1597,101598,SanJose,1/12/2015,12/12/2999,Corporate,USD,55000,1,JP_1015
1598,101599,SanJose,1/12/2015,12/12/2999,Corporate,USD,55000,1,JP_1016
1599,101600,SanJose,1/12/2015,12/12/2999,Corporate,USD,61000,1,JP_1008
1600,101601,SanJose,1/12/2015,12/12/2999,Corporate,USD,61000,1,JP_1013
1601,101602,SanJose,1/12/2015,5/28/2018,Corporate,USD,50000,0,JP_1018
1602,101603,SanJose,1/12/2015,12/12/2999,Corporate,USD,59000,1,JP_1015
1603,101604,SanJose,1/12/2015,12/12/2999,Corporate,USD,65000,1,JP_1008
1604,101605,SanJose,1/12/2015,12/12/2999,Corporate,USD,76000,1,JP_1032
1605,101606,SanJose,1/12/2015,11/24/2022,Corporate,USD,65000,1,JP_1012
1606,101607,NYC,1/19/2015,12/12/2999,Corporate,USD,59000,1,JP_1018
1607,101608,NYC,1/19/2015,11/28/2019,Corporate,USD,59000,0,JP_1016
1608,101609,NYC,1/19/2015,12/12/2999,Corporate,USD,57000,1,JP_1016
1609,101610,NYC,1/19/2015,12/12/2999,Corporate,USD,51000,1,JP_1016
